smiles,AZ_LogD7.4,LogP,LogP_chembl,SLogD,SLogP
COc1ccc2c(OC(C)=O)c(OC)c(OC)c(OC(C)=O)c2c1,,2.39,2.39,2.38628,2.38628
COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1,3.5,,,3.72398,3.73405
COc1ccc2c(Oc3ccc(CC(=O)Nc4n[nH]c(C)c4C)c(OC)c3)ccnc2c1,3.78,,,3.86104,3.87144
COc1ccc2c(c1)C(=O)N(CCO[N+](=O)[O-])CO2,,2.07,1.83,1.78786,1.78786
COc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1N2,,,3.98,1.79323,2.89319
COc1ccc2c(c1)C(c1ccccc1)=NC(NC(=O)c1ccccc1OC)C(=O)N2,3.8,,,2.56777,2.56789
COc1ccc2c(c1)C(c1ccccc1)=NCC(O)=N2,,2.24,,1.84017,1.85549
COc1ccc2c(c1)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,,1.85,,1.14532,1.51059
COc1ccc2c(c1)CCN(C)C2,,2.32,,0.75916,1.92891
COc1ccc2c(c1)CCN(CCCCCC(C#N)(Sc1ccc(C)cc1)c1ccc(OC)c(OC)c1)C2,,,6.64,6.48648,6.89602
COc1ccc2c(c1)CCN(CCCCCC(Sc1ccc(C)cc1)c1ccc(OC)c(OC)c1)C2,,,7.88,7.28723,7.87474
COc1ccc2c(c1)CCN(CCCNS(=O)(=O)c1ccc(C)cc1)C2,,,3,2.04951,3.09233
COc1ccc2c(c1)CCN(CCCNS(=O)(=O)c1cccc3ccccc13)C2,,,3.6,2.82993,3.73218
COc1ccc2c(c1)CCN(CCCNS(=O)(=O)c1ccccc1)C2,,,2.3,1.7124,2.7148
COc1ccc2c(c1)COP(=O)(OCC1C=CC(n3cc(C)c(O)nc3=O)O1)O2,,0.36,,0.503178,0.54278
COc1ccc2c(c1)COP(=O)(OCC1CCC(n3cnc4c(N)ncnc43)O1)O2,,,0.64,1.50389,1.50401
COc1ccc2c(c1)COP(=O)(OCC1C[C@H](F)C(n3cnc4c(N)ncnc43)O1)O2,,,1.04,1.6794,1.6795
COc1ccc2c(c1)COP(=O)(OC[C@@H]1C=C[C@@H](n3cnc4c(N)ncnc43)O1)O2,,,0.41,1.55719,1.55731
COc1ccc2c(c1)COP(=O)(OC[C@H]1O[C@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1O)O2,,,1.6,0.575401,0.6207
COc1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,,,3.95,4.21101,4.21101
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,,4.68,,2.93412,4.73605
COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,,4.9,,2.86497,4.4539
COc1ccc2c(c1)N(CCN(C)C)CCO2,,,1.6,0.460506,1.74238
COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CO2,1.24,,,0.558348,1.33136
COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CS2,1.78,,,1.27206,2.07537
COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CC2,0.66,,,0.819331,1.48281
COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,0.87,,,0.0937288,0.711945
COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)OC2,0.5,,,1.06053,1.63348
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,2.99,,,2.93412,4.73605
COc1ccc2c(c1)N=C(CCC(=O)O)NS2(=O)=O,,0.18,,-1.86979,0.344627
COc1ccc2c(c1)N=C(CCCC(=O)O)NS2(=O)=O,,0.12,,-1.43784,0.608602
COc1ccc2c(c1)N=C(N1CCN(C)CC1)c1ccccc1N2,,,3.98,1.64947,2.73728
COc1ccc2c(c1)N=C(SCC(=O)O)NS2(=O)=O,,0.37,,-1.46532,0.69911
COc1ccc2c(c1)N=C(SCCC(=O)O)NS2(=O)=O,,0.96,,-0.919285,1.00661
COc1ccc2c(c1)OC(C)(C)C=C2,,3.35,,3.66156,3.66156
COc1ccc2c(c1)OCC1(O)c3cc4c(cc3OC21)OCO4,,2.58,,2.10423,2.10423
COc1ccc2c(c1)OCC2/N=C(\O)CN1CCCC1,,1.92,,1.0872,1.48344
COc1ccc2c(c1)OCC2/N=C(\O)CN1CCCCC1,,2.41,,1.53297,1.79946
COc1ccc2c(c1)OCC2/N=C(\O)CN1CCOCC1,,0.92,,0.903495,0.91116
COc1ccc2c(c1)OCN(CCO[N+](=O)[O-])C2=O,,2.09,1.83,1.93766,1.93766
COc1ccc2c(c1)[n+]([O-])[nH]c(=N)[n+]2[O-],,0,,-0.594218,-0.537851
COc1ccc2c(c1)[nH]c1c(C)nccc12,2.9,3.56,,3.10692,3.20801
COc1ccc2c(c1)[nH]c1c3c4ccccc4nc-3c[nH]c12,,,4.04,2.15628,3.72066
COc1ccc2c(c1)c(-c1ccnc3cc(Cl)ccc13)c(C)n2CC(=O)O,1.16,,,0.350237,3.00852
COc1ccc2c(c1)c(=O)c1c(NCCN(C)C)ccc3c(=O)n(CCN(C)C)c(=O)n2c31,,,1.28,-0.40305,1.83396
COc1ccc2c(c1)c(=O)c1c(NCCNCCO)ccc3c(=O)n(CCN(C)C)c(=O)n2c31,,,0.25,-1.3615,1.01729
COc1ccc2c(c1)c(CC(=O)O)c(C)n2-c1ccnc2cc(Cl)ccc12,1.68,,,0.665891,3.46476
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,,4.27,0,0.877702,4.02533
COc1ccc2c(c1)c(CCN(C)C)cn2C,,,2.7,0.783948,2.5267
COc1ccc2c(c1)cc(C(=O)O)n2Cc1ccc(Cl)c(Cl)c1,1.66,,,1.36505,4.79379
COc1ccc2c(c1)nc(N)n2C,,0.87,,0.762793,0.927025
COc1ccc2c(c1OC)-c1ccc(OC)c(=O)cc1C(/N=C(/C)O)CC2,,1.02,,1.35458,1.35461
COc1ccc2c(c1OC)-c1ccc(OC)c(=O)cc1[C@H](NC(C)=O)CC2,,,0.93,1.23829,1.23829
COc1ccc2c(ccn2Cc2cnc3nc(N)nc(N)c3c2C)c1,,,3.0668,2.18378,2.21018
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,0.8,-1.4,,0.362022,1.61404
COc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341,,0.69,,-0.436959,1.32303
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@H](C2)N(C)CC[C@@]341,,,0.25,0.362022,1.61404
COc1ccc2cc(C(=O)Nc3ccc(C4CCN(C)CC4)cc3)sc2c1,,,5.93,3.18876,4.94901
COc1ccc2cc(C(C)C(=O)O)ccc2c1,0.23,3.18,,0.320162,3.21024
COc1ccc2cc(C(C)C(=O)OCC(=N)O)ccc2c1,,2.06,,1.9755,1.97559
COc1ccc2cc(C(C)C(=O)OCC(=O)N(C)C)ccc2c1,,2.05,,2.94748,2.94748
COc1ccc2cc(C(C)C(=O)OCC(=O)N(C)CC(=N)O)ccc2c1,,1.37,,1.60914,1.60916
COc1ccc2cc(C(C)C(=O)OCC(=O)N(C)CCO)ccc2c1,,2.01,,1.99199,1.99199
COc1ccc2cc(C(C)C(=O)OCC(=O)N(CCO)CCO)ccc2c1,,1.7,,1.26864,1.26864
COc1ccc2cc(C(C)C(=O)OCC=C(C)CCC=C(C)C)ccc2c1,,7.77,,6.99872,6.99872
COc1ccc2cc(C(C)C(=O)OCCCCOC(C)=O)ccc2c1,,3.3,,4.40585,4.40585
COc1ccc2cc(C(C)C(=O)OCCCOC(C)=O)ccc2c1,,3.3,,3.89728,3.89728
COc1ccc2cc(C(C)C(=O)OCCOC(C)=O)ccc2c1,,3.5,,3.48753,3.48753
COc1ccc2cc(C(C)C(=O)OCOC(C)=O)ccc2c1,,3.4,,3.4669,3.4669
COc1ccc2cc(C(C)C(=O)Oc3ccccc3)ccc2c1,,5.17,,5.1489,5.1489
COc1ccc2cc(CC(=O)O)ccc2c1,,2.82,,-0.105438,2.81208
COc1ccc2cc(CC(=O)OC/C(O)=N/C(C)(C)C)ccc2c1,,3.6,,3.10885,3.10885
COc1ccc2cc(CC(=O)OC/C(O)=N/C(C)C)ccc2c1,,2.89,,2.68662,2.68662
COc1ccc2cc(CC(=O)OC/C(O)=N/C3CCCCC3)ccc2c1,,3.99,,3.50004,3.50004
COc1ccc2cc(CC(=O)OCC(=N)O)ccc2c1,,1.88,,1.69312,1.69316
COc1ccc2cc(CC(=O)OCC(=O)N(C(C)C)C(C)C)ccc2c1,,3.89,,3.76823,3.76823
COc1ccc2cc(CC(=O)OCC(=O)N(C)C)ccc2c1,,2.23,,2.55258,2.55258
COc1ccc2cc(CC(=O)OCC(=O)N(C)CCO)ccc2c1,,1.58,,1.68794,1.68794
COc1ccc2cc(CC(=O)OCC(=O)N(CCO)CCO)ccc2c1,,1.41,,0.972017,0.972017
COc1ccc2cc(CC(=O)OCC(=O)N3CCCC3)ccc2c1,,2.71,,2.96544,2.96544
COc1ccc2cc(CC(=O)OCC(=O)N3CCOCC3)ccc2c1,,2.13,,2.13198,2.13198
COc1ccc2cc(CCC(C)=O)ccc2c1,3.06,3.08,,3.47505,3.47505
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,0.13,,3.58,0.320162,3.21024
COc1ccc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,1.31,,,1.42869,2.31842
COc1ccc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,1.16,,,1.00744,1.81089
COc1ccc2ccc(=O)oc2c1,,1.74,,1.88874,1.88874
COc1ccc2ccccc2c1,,3.47,,3.50008,3.50008
COc1ccc2cccnc2c1,,2.37,,2.32652,2.33182
COc1ccc2cnccc2c1,,2.22,,2.31312,2.3636
COc1ccc2nc(C)cc(-n3cc(CN4CCN(C(C)=O)CC4)nn3)c2c1,1.3,,,1.78347,1.7945
COc1ccc2nc(C)cc(-n3cc(CNC(C)=O)nn3)c2c1,1.6,,,1.82807,1.82863
COc1ccc2nc(C)cc(N3CC(CNC(=O)C4CC4)OC3=O)c2c1,1.55,,,1.96524,1.98271
COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1,3.2,,3.92,2.7764,2.90294
COc1ccc2nc(C)cc(OCC(=O)Nc3ccccc3OC)c2c1,3.9,,,2.83483,2.94587
COc1ccc2nc(N)[nH]c2c1,,0.57,,0.654304,0.93052
COc1ccc2nc(NC(=O)CCc3ccc(OC)c(OC)c3)sc2c1,3.57,,,3.31205,3.31239
COc1ccc2nc(N[C@H]3CCC[C@H](NCc4ccsc4)C3)cc(C)c2c1,2.41,,,3.36583,4.76471
COc1ccc2nc(N[C@H]3CCC[C@H](NCc4ccsc4)C3)ccc2c1,2.43,,,2.95285,4.35087
COc1ccc2nc3c(C(=O)NCCN(C)C)ccc(NCCN(C)C)c3c(O)c2c1,,,5.32,0.758229,2.49729
COc1ccc2nc3ccccc3c(N)c2c1,1,,,0.435456,2.67728
COc1ccc2ncc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,0.93,,,1.14144,1.95742
COc1ccc2ncc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,0.83,,,1.10399,1.83093
COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@@H](OC)C3)c2c1,1.25,,,1.4355,1.78923
COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@H](O)C3)c2c1,0.77,,,0.878501,1.28123
COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](OC)C3)c2c1,0.97,,,0.931696,1.19345
COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)[C@H](F)C3)c2c1,0.83,,,1.33336,1.43238
COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)[C@H](O)C3)c2c1,0.39,,,0.372562,0.672039
COc1ccc2ncc(C#N)c(CCN3CCC(NCc4cc5c(cn4)OCS5)CC3)c2c1,2.55,,,2.6266,3.51095
COc1ccc2ncc(F)c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,1.46,,,2.56486,3.47345
COc1ccc2ncc(F)c(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2n1,1.78,,,1.7194,2.48342
COc1ccc2ncccc2c1,,2.2,,2.43181,2.43305
COc1ccc2nnc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1,-0.65,,,0.555752,1.08218
COc1ccc2oc(N(N)CCC#N)nc2c1,,0.98,,1.04985,1.04987
COc1ccc2sc(C(=O)Nc3nnn[nH]3)c(OC(C)C)c2c1,,1.78,,0.220696,2.41597
COc1ccc2sc(Nc3nc(-c4ccccn4)cs3)nc2c1,,,5.34,3.91639,3.91653
COc1cccc(-c2c(O)nc3cc(Cl)ccc3c2O)c1,,,1.58,2.71847,4.19005
COc1cccc(-c2c[nH]c(-c3ccccc3)n2)c1,3.8,,,3.86819,3.86932
COc1cccc(-c2cc(O)c3cc(NC(C)=O)ccc3n2)c1,2.41,,,3.00219,3.04905
COc1cccc(-c2cc3c(N[C@H]4CCCNC4)ncc(C(N)=O)c3s2)c1,1.82,,,1.19463,2.89849
COc1cccc(-c2cc3c(nn2)-c2ccccc2C3=O)c1,,,2.83,3.10128,3.10128
COc1cccc(-c2cc3ccccn3c2)c1,,4.14,,4.33028,4.33028
COc1cccc(-c2ccc(/C=C3/SC(=S)N([C@H](Cc4ccccc4)C(=O)O)C3=O)cn2)c1OC,1.5,,,0.0422357,3.52716
COc1cccc(-n2[nH]nnc2=N)c1,,0.96,,0.749739,0.751355
COc1cccc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc32)c1,,-0.05,,-0.745028,-0.71832
COc1cccc(/C(O)=N\C2CC3CCC(C2)N3Cc2ccccc2)c1OC,,3.24,,3.29841,3.43949
COc1cccc(/C=C2/CCCc3ccccc3C2=O)c1OC,,,4.54,4.37499,4.37499
COc1cccc(/C=C2/SC(=O)NC2=O)c1N1CCC[C@H](N)C1,1.27,,,0.112461,0.159223
COc1cccc(/C=[N+](\[O-])C(C)(C)C)c1,,1.4,,1.3888,1.3888
COc1cccc(/N=C(\O)N(CCCl)N=O)c1,,2.66,,1.9375,2.02927
COc1cccc(/N=C(\O)OCCN2CCOCC2)c1,,2.19,,0.820183,0.864638
COc1cccc(Br)c1,,3.03,,2.98048,2.98048
COc1cccc(C(=O)N(C)C)c1,,1,,1.25726,1.25726
COc1cccc(C(=O)N(C)C2CCCCC2N(C)C)c1,,,0.75,1.09297,2.69751
COc1cccc(C(=O)N(C)C2CCCC[C@@H]2N(C)C)c1,,,0,1.09297,2.69751
COc1cccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1,,2.56,,2.51005,2.51186
COc1cccc(C(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)c1,2.65,,,2.75548,2.75549
COc1cccc(C(=O)NC2CC3CCCC(C2)N3Cc2ccc(F)cc2)c1OC,,,2.86,4.06097,4.49012
COc1cccc(C(=O)NC2CCN(Cc3ccc(F)cc3)CC2)c1OC,,2.87,2.83,3.22048,3.70121
COc1cccc(C(=O)NCCCOc2cccc3ccc(N)nc23)c1,2.46,,,2.71464,2.71971
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,,3.7,,3.39892,3.40197
COc1cccc(C(=O)NN)c1,,0.4,,0.421051,0.421321
COc1cccc(C(=O)NP(=O)(N2CC2)N2CC2)c1,,0.86,,0.742382,0.797403
COc1cccc(C(=O)Nc2ccc(C)c(-n3cnc4ccc(N5CCN(C)CC5)cc4c3=O)c2)c1,3.08,,,3.26464,3.73836
COc1cccc(C(=O)O)c1,,2.02,,-1.22749,1.8777
COc1cccc(C(=O)O)c1O,,1.94,,-1.85907,1.70038
COc1cccc(C(=O)c2ccc3n2CCC3C(=O)O)c1,,,2.74,-0.708065,2.22471
COc1cccc(C(C)=O)c1,,1.84,,1.81656,1.81656
COc1cccc(C(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)N2CCNCC2)c1,3.1,,,2.72128,4.61852
COc1cccc(C(N)=O)c1,,0.85,,0.741003,0.741039
COc1cccc(C(O)C(C(=O)O)c2ccc(-c3ccccc3)cc2)c1,,3.53,,0.608039,3.83932
COc1cccc(C)c1,,2.66,,2.60641,2.60641
COc1cccc(C2(O)CCCCC2CN(C)C)c1,,2.51,,0.81501,2.64446
COc1cccc(C2=NCC(O)=Nc3ccc(Cl)cc32)c1,,3.14,,2.18078,2.20787
COc1cccc(C2C(=O)c3ccccc3C2=O)c1,,2.88,,0.439701,2.96618
COc1cccc(C2CCCCC2=O)c1,,2.42,,2.71315,2.71315
COc1cccc(C=C(C(=N)O)C(=N)O)c1,,0.01,,0.6867,0.689296
COc1cccc(C=C(C(C)=O)C(C)=O)c1,,1.79,,1.88692,1.88692
COc1cccc(C=CC(=O)C(F)(F)F)c1,,3.05,,3.17311,3.17311
COc1cccc(C=CC(=O)O)c1,,2.37,,-0.697525,2.20409
COc1cccc(C=CC(C)=O)c1,,2.27,,2.27027,2.27027
COc1cccc(C=C[N+](=O)[O-])c1,,2.37,,2.48797,2.48797
COc1cccc(C=O)c1,,1.71,,1.62493,1.62493
COc1cccc(C=O)c1O,,1.37,,1.05832,1.20297
COc1cccc(CC(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)c1,,,4.16,4.11808,4.18034
COc1cccc(CC(=O)O)c1,,1.5,1.45,-1.14008,1.65762
COc1cccc(CC(C)N)c1OC,,1.49,,-0.660827,1.49696
COc1cccc(CC2C=NC(=N)NC2=N)c1OC,,1.62,,0.920606,1.09169
COc1cccc(CCl)c1,,2.68,,2.77005,2.77005
COc1cccc(CN(C)N=O)c1,,1.6,,1.4701,1.4701
COc1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ccc(C)cn4)c3)[C@@H](Cc3ccccc3)[C@@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,,,5.51,4.41156,4.41171
COc1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4cccc(C)n4)c3)[C@@H](Cc3ccccc3)[C@@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,,,5.54,4.31669,4.31702
COc1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ccccn4)c3)[C@@H](Cc3ccccc3)[C@@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,,,5.06,4.09388,4.09403
COc1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4cnccn4)c3)[C@@H](Cc3ccccc3)[C@@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,,,4.75,3.9335,3.93366
COc1cccc(CNC(=O)C2(O)C(C)CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC32C)c1,,3.27,,3.49295,3.49295
COc1cccc(CNC(=O)Cn2c(Cl)cnc(NCC(F)(F)c3cccc[n+]3[O-])c2=O)c1,,,1.31,1.03408,1.03408
COc1cccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)c1,0.91,,,1.63881,3.2449
COc1cccc(CNc2nc(NC(C)C)nc3ccsc23)c1OC,3.7,,,3.45787,3.86325
COc1cccc(CNc2ncnc3nc[nH]c23)c1,,2.1,,1.87942,1.88107
COc1cccc(COC(=O)N(C)C)c1,,2.09,,1.8561,1.8561
COc1cccc(COC(C)=O)c1,,2.02,,1.87697,1.87697
COc1cccc(COCC(O)CN2CCC(C(N)=O)CC2)c1,-0.5,,,-0.0762414,0.697133
COc1cccc(COc2ccc(CC(=O)C3c4cccc(O)c4C(=O)c4c(O)cccc43)cc2)c1,,,5.19,5.52723,5.57253
COc1cccc(Cc2cnc(-c3ccccc3)c(-c3ccccc3)n2)c1,,5.2,,5.16374,5.16374
COc1cccc(Cc2cnc(N)nc2N)c1,,1.54,,1.13201,1.33692
COc1cccc(Cl)c1,,2.98,,2.8169,2.8169
COc1cccc(Cl)c1C(N)=O,,0.59,,1.16849,1.16851
COc1cccc(Cl)c1Cl,,3.24,,3.32706,3.32706
COc1cccc(F)c1,,2.36,,2.35634,2.35634
COc1cccc(N(C)C(=N)Nc2cc(SC)ccc2Cl)c1,,,2.34,1.90048,3.72093
COc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1,,,2.26,1.64541,3.296
COc1cccc(N(C)C(=S)Oc2cccc(C(C)(C)C)c2)n1,,5.18,,4.42368,4.42368
COc1cccc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)n1,3.37,,,3.54307,3.54402
COc1cccc(N)c1,,0.93,,1.06608,1.06645
COc1cccc(N2C(=O)CCC2=O)c1,,0.18,,0.684831,0.684831
COc1cccc(N2CCN(CC3CNC(=N)O3)CC2)c1,,0.87,,-0.761506,0.928373
COc1cccc(N2CCN(CCN(C)C)C2=O)c1,,1.76,,0.410604,1.50358
COc1cccc(N=C(O)N=NC(C)O)c1,,0.33,,0.758163,1.41506
COc1cccc(N=C=S)c1,,3.68,,3.37414,3.37414
COc1cccc(N=c2snc3sc(S(N)(=O)=O)nn23)c1,,2.66,,2.39893,2.66454
COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C,4.21,,,4.89311,4.89319
COc1cccc(NC(=O)CN2CCCCC2)c1,,2.71,,2.13482,2.38404
COc1cccc(NC(=O)Cc2ccccc2)c1,,2.86,,2.81539,2.81545
COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OC)cc34)cn2)c1,3.11,,,2.47689,2.4771
COc1cccc(NC(=O)N(C)C)c1,,1.73,,1.4045,1.40457
COc1cccc(NC(=O)OCCN2CCCCC2)c1,,3.32,,2.25947,3.14433
COc1cccc(NC(=O)c2cccc(Cc3c(C)nn(CCO)c3-c3ccccc3)c2)c1,4.29,,,4.08354,4.0837
COc1cccc(NC(C)=O)c1,,1.3,,1.24726,1.24729
COc1cccc(NC(C)=O)c1C,,1.13,,1.41947,1.41952
COc1cccc(NC=O)c1,,1.25,,1.04896,1.04898
COc1cccc(NS(=O)(=O)C(F)(F)F)c1,,3.13,,0.665651,2.94923
COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1,2.69,,,3.0068,3.008
COc1cccc(Nc2ccccc2C(=O)O)c1,,4.31,,1.12581,4.26471
COc1cccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)c1,3.9,,,4.04879,4.05549
COc1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1,3.1,,,3.10779,3.10875
COc1cccc(Nc2nnc(C(=O)Nc3ccc(N4CCOCC4)nc3)o2)c1,2.8,,,2.35444,2.35486
COc1cccc(O)c1,,1.34,1.58,1.54523,1.54961
COc1cccc(OC(=O)N(C)C)c1,,1.6,,1.54389,1.54389
COc1cccc(OC(=O)c2ccc(N)cc2O)c1,,3.25,,2.62616,2.70274
COc1cccc(OC(C)=O)c1,,1.61,,1.76027,1.76027
COc1cccc(OC)c1,,2.21,,2.06417,2.06417
COc1cccc(OC)c1-c1ccc(C[C@@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,-0.27,,,1.80024,4.93678
COc1cccc(OC)c1-c1nc2ccncc2[nH]1,,1.66,,2.10971,2.1151
COc1cccc(OC)c1/C(O)=N/c1nnc(-c2ccc(Br)cc2)s1,,3.92,,2.66836,3.95592
COc1cccc(OC)c1/C(O)=N/c1nnc(-c2ccc(C)cc2)s1,,3.85,,2.48207,3.81778
COc1cccc(OC)c1/C(O)=N/c1nnc(-c2ccc(Cl)cc2)s1,,3.96,,2.49669,4.05714
COc1cccc(OC)c1/C(O)=N/c1nnc(-c2ccc(F)cc2)s1,,3.5,,2.29177,3.64863
COc1cccc(OC)c1/C(O)=N/c1nnc(-c2ccccc2)s1,,3.5,,1.9547,3.4224
COc1cccc(OC)c1C,,2.87,,2.39384,2.39384
COc1cccc(OC)c1C(=N)O,,-0.22,,0.569682,0.569707
COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,,1.22,,-1.3649,1.28503
COc1cccc(OC)c1C(=O)O,,0.66,,-1.48502,1.57683
COc1cccc(OC)c1O,,1.15,,1.19105,1.19196
COc1cccc(OC)c1OC,,1.53,,1.77556,1.77556
COc1cccc(OC)c1OCCN(C)C,,1.05,,0.62878,1.73602
COc1cccc(OC)n1,,2.3,,1.21182,1.21182
COc1cccc(OC2OC(CO)C(O)C(O)C2O)c1,,-0.52,,-0.45768,-0.45768
COc1cccc(OCC(=O)O)c1,,1.38,,-1.40867,1.26583
COc1cccc(OCC(O)N=NC(C)C)c1,,1.33,,2.35529,2.35529
COc1cccc(OCC2CNC(=N)O2)c1,,1.34,,-0.433046,1.01296
COc1cccc(OCCN(C)C)c1,,1.69,,0.754154,1.9004
COc1cccc(OCc2ccccc2CCCN2CCC(O)CC2)c1,,3.35,,1.83927,3.42109
COc1cccc(Oc2cc([N+](=O)[O-])ccc2NS(C)(=O)=O)c1,,,1.65,2.00186,2.75884
COc1cccc(Oc2cncnc2O)c1,0.59,,,2.05836,2.15573
COc1cccc(S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23)c1,-0.42,,,-0.875906,2.69337
COc1cccc(S(C)(=O)=O)c1,,0.76,,0.951471,0.951471
COc1cccc(S(N)(=O)=O)c1,,0.53,,0.654298,0.656255
COc1cccc(SC(N(C)C)N(C)C)c1,,-0.5,,0.972853,1.96268
COc1cccc([C@H](C)NCCCc2ccccc2Cl)c1,3,,,3.21213,4.67722
COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,1.7,,,2.79952,3.78526
COc1cccc([N+](=O)[O-])c1,,2.16,,2.02392,2.02392
COc1cccc([N+](=O)[O-])c1C,,2.68,,2.27548,2.27548
COc1cccc([N+](=O)[O-])c1C(=N)O,,-0.26,,0.73716,0.738713
COc1cccc([N+]([O-])=NC#N)c1,,2.24,,1.61671,1.61671
COc1cccc2[nH]ncc12,2.1,,,1.5654,1.56541
COc1cccc2c(-c3c(C)n(CC(=O)O)c4ccc(C)cc34)ccnc12,0.49,,,-0.0981243,2.96561
COc1cccc2c(O)cc(-c3ccccc3)nc12,2.3,,,3.80415,3.81944
COc1cccc2c1C(=N)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N2CCOCC2)C(O)C(C)O1,,1.8,,1.25838,1.32975
COc1cccc2c1C(=N)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N2CCOCC2C#N)C(O)C(C)O1,,1.97,,1.21418,1.28905
COc1cccc2c1C(=N)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(O)CO)CC3OC1CC(N2CCOCC2)C(O)C(C)O1,,1.43,,1.15188,1.20315
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,,2.74,,1.0086,1.33908
